"Gender","Ever_Married","Age","Graduated","Profession","Work_Experience","Spending_Score","Family_Size","Segmentation"
"Female","No",20,"No","Healthcare",1,"Low",3,"B"
"Female","No",33,"No","Engineer",0,"Low",5,"B"
"Female","Yes",87,"No","Lawyer",0,"Low",1,"A"
"Male","No",19,"No","Healthcare",1,"Low",6,"B"
"Female","No",23,"No","",0,"Low",2,"B"
"Female","Yes",43,"No","Entertainment",5,"Low",1,"B"
"Female","No",20,"No","Healthcare",1,"Low",5,"B"
"Female","No",27,"Yes","Healthcare",0,"Low",5,"A"
"Male","Yes",41,"No","Doctor",1,"Low",3,"A"
"Female","Yes",81,"No","Lawyer",0,"High",2,"A"
"Female","Yes",38,"No","Engineer",0,"Low",3,"A"
"Female","No",30,"Yes","Healthcare",0,"Low",1,"B"
"Male","Yes",37,"No","Entertainment",2,"Low",3,"A"
"Male","Yes",28,"Yes","Artist",9,"Average",2,"A"
"Male","No",21,"No","Doctor",0,"Low",5,"B"
"Male","Yes",33,"Yes","Artist",1,"Average",3,"A"
"Male","Yes",78,"Yes","Lawyer",1,"High",2,"A"
"Female","No",18,"No","",0,"Low",6,"B"
"Male","No",23,"No","Healthcare",1,"Low",5,"B"
"Female","No",27,"No","Healthcare",9,"Low",2,"A"
"Male","No",31,"No","Doctor",0,"Low",1,"B"
"Male","No",33,"Yes","Entertainment",9,"Low",2,"B"
"Male","No",32,"Yes","Healthcare",1,"Low",3,"A"
"Male","No",21,"No","Healthcare",1,"Low",3,"B"
"Female","No",32,"No","Doctor",7,"Low",4,"B"
"Male","Yes",37,"No","Entertainment",NA,"Average",3,"A"
"Male","Yes",41,"Yes","Artist",0,"Low",2,"A"
"Female","No",38,"No","Artist",13,"Low",2,"B"
"Female","No",33,"No","Marketing",0,"Low",4,"B"
"Male","No",38,"Yes","Doctor",0,"Low",3,"A"
"Female","No",41,"Yes","Artist",2,"Low",NA,"A"
"Female","Yes",36,"No","Marketing",NA,"Low",4,"B"
"Female","No",26,"No","Homemaker",0,"Low",6,"A"
"Female","Yes",84,"Yes","Lawyer",1,"Low",1,"A"
"Male","No",27,"No","Marketing",8,"Low",4,"B"
"Male","No",36,"No","Engineer",3,"Low",3,"B"
"Male","Yes",25,"","Artist",8,"Low",NA,"A"
"Male","No",22,"No","Healthcare",0,"Low",4,"B"
"Male","Yes",72,"Yes","Artist",6,"Low",1,"B"
"Female","No",21,"No","Healthcare",1,"Low",3,"B"
"Female","Yes",33,"Yes","Homemaker",NA,"Average",3,"B"
"Female","No",29,"Yes","Artist",7,"Low",7,"B"
"Male","No",18,"No","Healthcare",0,"Low",2,"B"
"Female","Yes",48,"Yes","Doctor",1,"Average",2,"A"
"Male","No",32,"Yes","Healthcare",9,"Low",5,"B"
"Male","No",31,"No","Healthcare",NA,"Low",8,"B"
"Male","Yes",47,"No","Artist",0,"Average",5,"A"
"Female","No",26,"Yes","Healthcare",5,"Low",2,"B"
"Male","Yes",22,"No","Healthcare",1,"Average",4,"B"
"Male","Yes",43,"No","Artist",8,"Low",1,"A"
"Male","No",42,"Yes","Artist",7,"Low",1,"A"
"Male","No",33,"Yes","Doctor",9,"Low",6,"B"
"Male","No",21,"No","Doctor",0,"Low",3,"A"
"Female","No",85,"Yes","Homemaker",4,"Low",1,"B"
"Male","Yes",76,"Yes","",1,"High",2,"A"
"Male","Yes",38,"No","Doctor",0,"Average",5,"A"
"Male","No",25,"Yes","Artist",NA,"Low",1,"B"
"Male","No",62,"Yes","Entertainment",NA,"Low",1,"B"
"Male","Yes",25,"Yes","Artist",12,"Low",2,"A"
"Male","No",19,"No","Healthcare",NA,"Low",3,"B"
"Female","No",26,"Yes","Artist",9,"Low",1,"A"
"Female","No",30,"Yes","Engineer",3,"Low",3,"B"
"Female","No",22,"No","Healthcare",1,"Low",9,"B"
"Female","",40,"Yes","Homemaker",4,"Low",1,"A"
"Male","No",27,"No","Doctor",9,"Low",4,"B"
"Male","No",21,"No","Healthcare",1,"Low",2,"B"
"Female","Yes",47,"Yes","Homemaker",NA,"High",5,"A"
"Female","No",25,"Yes","Engineer",8,"Low",3,"B"
"Male","No",27,"Yes","Healthcare",1,"Low",5,"B"
"Male","No",19,"No","Healthcare",1,"Low",3,"B"
"Male","Yes",29,"No","Executive",0,"Average",2,"B"
"Male","No",43,"Yes","Entertainment",5,"Low",1,"B"
"Male","No",37,"Yes","Artist",7,"Low",2,"A"
"Male","Yes",39,"Yes","Artist",1,"Average",2,"A"
"Female","No",21,"No","Entertainment",5,"Low",5,"B"
"Male","No",21,"No","Healthcare",1,"Low",4,"B"
"Female","No",40,"Yes","Homemaker",9,"Low",NA,"B"
"Male","No",26,"Yes","Healthcare",1,"Low",1,"B"
"Male","No",18,"No","Healthcare",8,"Low",6,"B"
"Male","No",23,"No","Healthcare",1,"Low",8,"B"
"Female","Yes",65,"No","Engineer",1,"Average",3,"A"
"Female","Yes",87,"No","Artist",0,"Low",1,"A"
"Female","No",68,"Yes","Doctor",1,"Low",1,"A"
"Male","No",18,"No","Healthcare",1,"Low",3,"B"
"Male","Yes",40,"Yes","Artist",6,"Low",1,"A"
"Male","No",23,"No","Healthcare",1,"Low",4,"B"
"Male","No",22,"No","Doctor",8,"Low",3,"B"
"Male","No",23,"No","Healthcare",0,"Low",4,"B"
"Male","No",18,"No","Marketing",1,"Low",4,"B"
"Female","Yes",40,"No","Artist",0,"Low",1,"B"
"Female","Yes",30,"No","Engineer",NA,"Average",8,"B"
"Male","No",28,"No","Entertainment",1,"Low",2,"B"
"Female","No",23,"No","Healthcare",9,"Low",4,"B"
"Female","No",27,"Yes","Engineer",4,"Low",2,"B"
"Male","Yes",82,"Yes","Lawyer",0,"Low",1,"B"
"Male","No",21,"No","Healthcare",0,"Low",4,"B"
"Female","No",25,"No","Doctor",NA,"Low",4,"A"
"Female","No",39,"Yes","Entertainment",7,"Low",1,"A"
"Male","Yes",83,"Yes","Lawyer",NA,"Low",1,"B"
"Male","No",19,"No","Healthcare",1,"Low",4,"B"
"Male","No",53,"Yes","Artist",0,"Low",1,"A"
"Male","No",23,"No","Healthcare",4,"Low",9,"B"
"Male","No",20,"No","Healthcare",8,"Low",NA,"B"
"Male","No",20,"No","Healthcare",NA,"Low",3,"B"
"Male","Yes",32,"Yes","Doctor",11,"Average",2,"A"
"Female","Yes",33,"No","Engineer",5,"High",3,"B"
"Female","No",37,"Yes","Engineer",0,"Low",1,"A"
"Female","No",23,"No","Healthcare",9,"Low",3,"B"
"Female","No",30,"Yes","Entertainment",9,"Low",1,"B"
"Female","No",28,"No","Healthcare",3,"Low",2,"A"
"Male","Yes",81,"No","Lawyer",1,"High",2,"A"
"Male","Yes",30,"Yes","Healthcare",0,"Low",2,"A"
"Male","Yes",28,"Yes","Doctor",0,"Low",9,"B"
"Male","Yes",48,"Yes","Entertainment",1,"Low",3,"A"
"Male","Yes",70,"Yes","Lawyer",3,"Low",1,"B"
"Female","No",26,"Yes","Healthcare",0,"Low",3,"B"
"Male","No",37,"No","Healthcare",0,"Low",5,"A"
"Male","Yes",85,"Yes","Lawyer",1,"High",2,"A"
"Female","No",29,"Yes","Healthcare",6,"Low",3,"B"
"Female","No",40,"Yes","Healthcare",0,"Low",1,"B"
"Female","No",32,"Yes","Artist",NA,"Low",7,"A"
"Female","No",25,"Yes","Healthcare",NA,"Low",1,"B"
"Male","No",35,"No","Artist",1,"Low",1,"A"
"Female","No",28,"No","Homemaker",NA,"Low",NA,"B"
"Female","No",36,"Yes","Artist",11,"Low",NA,"A"
"Male","Yes",25,"Yes","Artist",8,"Low",4,"B"
"Male","No",21,"No","Healthcare",1,"Low",4,"B"
"Female","No",20,"No","Marketing",NA,"Low",4,"B"
"Male","Yes",83,"No","Executive",1,"High",2,"B"
"Female","No",26,"Yes","Artist",0,"Low",NA,"A"
"Male","Yes",20,"No","Healthcare",1,"Average",4,"B"
"Female","No",49,"Yes","Artist",4,"Low",1,"A"
"Male","Yes",39,"Yes","Healthcare",1,"Low",3,"B"
"Female","No",26,"Yes","Entertainment",6,"Low",2,"B"
"Male","Yes",36,"Yes","Artist",8,"Low",4,"B"
"Female","Yes",25,"Yes","Engineer",6,"Average",2,"A"
"Female","No",37,"Yes","Healthcare",1,"Low",2,"A"
"Female","No",42,"No","Artist",0,"Low",1,"B"
"Male","No",22,"No","Healthcare",9,"Low",4,"B"
"Male","Yes",41,"No","Doctor",2,"Average",4,"A"
"Male","Yes",75,"No","Executive",0,"Low",1,"B"
"Female","Yes",37,"Yes","Homemaker",NA,"High",2,"A"
"Female","No",29,"No","Homemaker",8,"Low",1,"B"
"Male","No",25,"Yes","Healthcare",1,"Low",4,"B"
"Male","Yes",83,"Yes","Artist",2,"High",2,"A"
"Male","Yes",65,"Yes","Entertainment",0,"High",2,"A"
"Female","Yes",51,"No","Engineer",4,"Low",2,"B"
"Male","Yes",36,"No","Executive",2,"High",3,"B"
"Female","Yes",46,"Yes","Artist",0,"Average",4,"A"
"Male","Yes",35,"No","Doctor",0,"Low",1,"A"
"Female","Yes",37,"Yes","Artist",0,"Low",3,"A"
"Male","Yes",35,"Yes","Artist",4,"Average",2,"A"
"Male","Yes",37,"No","Executive",1,"Low",2,"A"
"Male","No",19,"No","Healthcare",1,"Low",3,"B"
"Male","Yes",41,"Yes","Artist",8,"Low",NA,"B"
"Male","Yes",53,"No","Artist",1,"Average",6,"A"
"Male","No",18,"No","Healthcare",0,"Low",NA,"B"
"Female","No",37,"Yes","Healthcare",NA,"Low",1,"B"
"Female","No",18,"No","Healthcare",0,"Low",5,"B"
"Male","Yes",61,"No","Entertainment",1,"Low",NA,"A"
"Male","Yes",57,"Yes","Entertainment",0,"Low",2,"A"
"Male","No",36,"No","Marketing",0,"Low",2,"B"
"Female","No",43,"Yes","Artist",8,"Low",1,"A"
"Female","No",33,"No","Homemaker",7,"Low",NA,"B"
"Male","Yes",45,"Yes","Artist",7,"High",4,"A"
"Female","Yes",43,"Yes","Doctor",9,"Low",2,"A"
"Female","No",29,"Yes","Entertainment",8,"Low",2,"A"
"Male","No",45,"Yes","Artist",1,"Low",2,"A"
"Female","",51,"No","Homemaker",8,"Low",NA,"A"
"Female","No",29,"Yes","Homemaker",13,"Low",1,"A"
"Male","No",43,"Yes","Artist",7,"Low",3,"A"
"Female","Yes",42,"No","Artist",0,"Average",3,"A"
"Male","Yes",41,"Yes","Executive",5,"Low",2,"A"
"Male","No",27,"Yes","Artist",7,"Low",3,"B"
"Male","No",18,"No","Healthcare",NA,"Low",3,"B"
"Female","No",25,"Yes","Artist",2,"Low",2,"A"
"Male","No",18,"No","Healthcare",NA,"Low",3,"B"
"Female","No",22,"No","Healthcare",1,"Low",3,"B"
"Male","No",42,"Yes","",NA,"Low",1,"B"
"Male","No",33,"No","Doctor",1,"Low",6,"A"
"Female","Yes",38,"Yes","Engineer",4,"Low",2,"A"
"Female","No",20,"No","Healthcare",4,"Low",6,"B"
"Male","Yes",40,"No","Entertainment",5,"Low",4,"B"
"Male","No",26,"No","Entertainment",0,"Low",2,"A"
"Male","Yes",65,"Yes","Homemaker",0,"High",2,"A"
"Male","Yes",25,"No","Engineer",14,"Low",1,"B"
"Female","No",30,"No","Homemaker",10,"Low",6,"B"
"Male","",33,"No","Marketing",1,"High",1,"B"
"Male","Yes",25,"Yes","",NA,"Low",NA,"A"
"Male","Yes",79,"No","Lawyer",1,"Low",1,"B"
"Female","Yes",51,"No","Healthcare",0,"High",3,"B"
"Female","Yes",37,"No","Entertainment",2,"Average",4,"A"
"Female","No",25,"No","Doctor",0,"Low",2,"B"
"Male","No",41,"Yes","Marketing",0,"Low",2,"B"
"Female","Yes",83,"Yes","Executive",1,"High",3,"A"
"Male","No",21,"No","Healthcare",3,"Low",7,"B"
"Female","No",28,"Yes","Engineer",0,"Low",3,"B"
"Male","No",25,"Yes","Entertainment",1,"Low",3,"A"
"Male","Yes",45,"No","Marketing",1,"Low",2,"B"
"Female","",29,"No","Homemaker",8,"Low",1,"B"
"Female","No",56,"Yes","Lawyer",NA,"Low",2,"B"
"Female","Yes",65,"Yes","Lawyer",1,"Low",1,"A"
"Male","Yes",45,"Yes","Artist",2,"Average",3,"B"
"Female","Yes",58,"Yes","Engineer",1,"Low",1,"A"
"Female","No",30,"No","Doctor",1,"Low",3,"B"
"Female","Yes",53,"No","Homemaker",9,"Low",1,"A"
"Male","No",39,"Yes","Artist",9,"Low",1,"A"
"Male","Yes",35,"No","Entertainment",9,"Low",3,"A"
"Male","Yes",76,"No","Executive",1,"High",2,"A"
"Female","No",33,"Yes","Healthcare",0,"Low",1,"B"
"Female","Yes",59,"Yes","Doctor",5,"Low",2,"A"
"Female","No",33,"No","Engineer",1,"Low",3,"B"
"Male","No",19,"No","Healthcare",NA,"Low",4,"B"
"Female","No",20,"No","Healthcare",0,"Low",4,"B"
"Male","Yes",37,"Yes","",NA,"High",2,"A"
"Female","No",89,"Yes","Lawyer",NA,"Low",1,"B"
"Female","No",33,"Yes","Entertainment",0,"Low",3,"A"
"Male","No",39,"Yes","Artist",0,"Low",1,"A"
"Male","No",30,"Yes","Healthcare",3,"Low",6,"B"
"Female","Yes",37,"No","Executive",0,"High",2,"A"
"Female","No",40,"No","Marketing",0,"Low",1,"A"
"Male","No",38,"Yes","Artist",6,"Low",4,"A"
"Male","Yes",52,"No","Artist",1,"Low",2,"A"
"Female","No",36,"Yes","Engineer",9,"Low",1,"A"
"Male","Yes",71,"No","Entertainment",0,"Average",3,"A"
"Male","Yes",78,"No","",0,"Low",1,"B"
"Female","No",51,"Yes","Artist",0,"Low",1,"A"
"Male","No",22,"No","Healthcare",1,"Low",3,"B"
"Female","No",22,"No","Healthcare",1,"Low",8,"B"
"Female","No",23,"No","Healthcare",1,"Low",4,"B"
"Female","No",31,"No","Engineer",1,"Low",8,"A"
"Female","No",50,"Yes","Executive",1,"Low",1,"A"
"Female","No",43,"Yes","Artist",1,"Low",1,"B"
"Female","No",40,"Yes","Healthcare",9,"Low",1,"B"
"Female","Yes",36,"No","Engineer",1,"Low",5,"A"
"Male","Yes",49,"No","Doctor",1,"Average",3,"A"
"Female","Yes",36,"Yes","Entertainment",0,"Low",2,"A"
"Female","No",41,"","",2,"Low",1,"A"
"Female","No",32,"Yes","Marketing",8,"Low",1,"B"
"Female","Yes",66,"No","Lawyer",NA,"High",2,"B"
"Female","No",43,"Yes","Homemaker",NA,"Low",1,"A"
"Male","Yes",69,"No","Entertainment",3,"Low",8,"A"
"Female","Yes",67,"Yes","Engineer",1,"Low",1,"A"
"Male","Yes",36,"Yes","Artist",9,"Average",5,"B"
"Male","",23,"No","Healthcare",3,"Low",4,"B"
"Female","No",23,"No","Healthcare",4,"Low",3,"B"
"Male","No",22,"No","Healthcare",1,"Low",4,"B"
"Female","No",28,"Yes","Healthcare",NA,"Low",1,"A"
"Female","No",43,"Yes","Artist",8,"Low",4,"B"
"Male","Yes",83,"Yes","Executive",0,"High",2,"A"
"Female","No",25,"Yes","Entertainment",9,"Low",2,"A"
"Female","No",29,"Yes","Engineer",1,"Low",1,"A"
"Female","Yes",65,"Yes","Lawyer",0,"Low",1,"A"
"Male","Yes",29,"No","Healthcare",5,"Low",2,"B"
"Male","Yes",53,"No","Executive",1,"Low",5,"A"
"Male","No",33,"No","Engineer",0,"Low",4,"B"
"Female","No",49,"Yes","Entertainment",0,"Low",1,"B"
"Male","Yes",30,"Yes","Healthcare",0,"Low",4,"A"
"Male","No",26,"No","Healthcare",1,"Low",4,"A"
"Male","No",25,"No","Healthcare",4,"Low",5,"B"
"Male","Yes",26,"Yes","Healthcare",9,"High",3,"B"
"Female","No",27,"No","Doctor",0,"Low",5,"A"
"Male","Yes",41,"No","Executive",0,"High",3,"A"
"Female","Yes",50,"Yes","Healthcare",1,"Low",3,"B"
"Female","No",28,"Yes","Healthcare",NA,"Low",3,"B"
"Male","No",39,"Yes","Entertainment",3,"Low",2,"A"
"Female","No",21,"No","Healthcare",NA,"Low",5,"B"
"Male","Yes",61,"No","Entertainment",1,"Low",2,"A"
"Female","No",23,"No","Healthcare",1,"Low",4,"B"
"Male","No",43,"Yes","Artist",1,"Low",2,"A"
"Female","Yes",52,"No","Executive",1,"Low",1,"A"
"Male","Yes",31,"No","Doctor",NA,"Average",2,"B"
"Female","No",43,"Yes","Doctor",0,"Low",NA,"A"
"Female","Yes",37,"Yes","",0,"Low",3,"A"
"Male","No",26,"No","Artist",8,"Low",5,"A"
"Male","No",37,"Yes","Entertainment",0,"Low",1,"A"
"Male","No",30,"No","Executive",13,"Low",4,"B"
"Male","No",43,"No","Entertainment",0,"Low",1,"B"
"Male","Yes",71,"No","Executive",1,"High",NA,"A"
"Female","No",23,"No","Healthcare",4,"Low",7,"B"
"Female","Yes",45,"Yes","Engineer",2,"Low",1,"A"
"Male","No",25,"No","Entertainment",8,"Low",2,"B"
"Male","Yes",25,"Yes","Executive",8,"High",2,"A"
"Female","Yes",39,"Yes","Artist",0,"High",2,"A"
"Male","Yes",81,"Yes","Entertainment",1,"Low",1,"B"
"Male","No",22,"No","Healthcare",1,"Low",4,"B"
"Female","Yes",73,"","Lawyer",NA,"High",2,"A"
"Male","Yes",70,"Yes","Lawyer",NA,"Low",1,"A"
"Male","Yes",25,"No","Executive",4,"High",8,"B"
"Female","Yes",40,"Yes","Artist",1,"Low",1,"B"
"Female","",36,"Yes","Entertainment",8,"Low",1,"A"
"Male","Yes",57,"No","Executive",0,"High",4,"A"
"Female","No",40,"Yes","Artist",0,"Low",1,"A"
"Male","Yes",39,"No","Executive",NA,"High",4,"B"
"Female","No",32,"No","Healthcare",0,"Low",NA,"B"
"Male","No",25,"Yes","Healthcare",1,"Low",3,"B"
"Female","No",22,"No","Healthcare",0,"Low",4,"B"
"Female","No",38,"Yes","Artist",1,"Low",3,"A"
"Male","Yes",78,"No","Lawyer",1,"High",2,"A"
"Male","Yes",43,"Yes","Healthcare",5,"Average",2,"B"
"Male","No",23,"No","Healthcare",1,"Low",4,"B"
"Male","No",43,"No","Artist",0,"Low",1,"B"
"Male","Yes",71,"No","Lawyer",3,"High",2,"B"
"Female","Yes",38,"Yes","Artist",8,"Low",1,"B"
"Female","",20,"No","Homemaker",13,"Low",1,"B"
"Female","No",27,"Yes","Healthcare",0,"Low",NA,"B"
"Female","No",35,"Yes","Engineer",NA,"Low",2,"B"
"Female","Yes",41,"No","Engineer",0,"Low",2,"A"
"Female","No",28,"Yes","Marketing",0,"Low",2,"B"
"Male","No",22,"No","Healthcare",1,"Low",6,"B"
"Male","No",27,"Yes","Healthcare",NA,"Low",3,"B"
"Male","Yes",28,"No","Doctor",0,"Average",2,"A"
"Male","Yes",42,"Yes","Artist",14,"Low",2,"A"
"Female","No",38,"Yes","Healthcare",0,"Low",4,"A"
"Female","No",42,"Yes","Engineer",6,"Low",3,"B"
"Female","No",28,"Yes","Healthcare",1,"Low",6,"B"
"Male","Yes",82,"No","Lawyer",1,"High",2,"A"
"Male","No",22,"No","Healthcare",0,"Low",5,"B"
"Female","No",31,"Yes","Healthcare",9,"Low",3,"B"
"Male","Yes",77,"No","Lawyer",1,"High",2,"A"
"Male","Yes",78,"No","Entertainment",0,"Low",1,"B"
"Male","No",41,"Yes","Artist",7,"Low",1,"A"
"Female","No",35,"No","",NA,"Low",NA,"A"
"Female","Yes",50,"Yes","Engineer",4,"Average",4,"A"
"Male","Yes",52,"No","Engineer",NA,"Low",1,"B"
"Female","No",38,"No","Artist",4,"Low",2,"A"
"Male","No",32,"No","Doctor",2,"Low",2,"B"
"Male","No",31,"No","Healthcare",0,"Low",6,"B"
"Male","Yes",67,"Yes","Artist",0,"Low",1,"B"
"Male","No",41,"Yes","Entertainment",NA,"Low",1,"A"
"Male","Yes",56,"No","Executive",0,"Low",2,"A"
"Female","Yes",26,"No","Homemaker",9,"Average",2,"A"
"Female","No",29,"No","Entertainment",9,"Low",NA,"A"
"Male","No",37,"Yes","Entertainment",1,"Low",2,"A"
"Male","No",18,"No","Healthcare",1,"Low",4,"B"
"Male","No",29,"No","Marketing",1,"Low",7,"B"
"Female","No",70,"Yes","Lawyer",0,"Low",1,"B"
"Female","No",19,"No","Healthcare",1,"Low",5,"B"
"Male","Yes",53,"No","Executive",1,"High",4,"A"
"Female","No",23,"No","Healthcare",0,"Low",4,"B"
"Male","Yes",27,"Yes","Doctor",9,"Average",2,"A"
"Female","Yes",63,"Yes","",4,"Average",3,"A"
"Male","Yes",32,"Yes","Healthcare",5,"Low",2,"B"
"Female","No",19,"No","Healthcare",8,"Low",5,"B"
"Male","Yes",88,"Yes","Lawyer",0,"High",2,"A"
"Male","Yes",35,"Yes","Artist",7,"Low",2,"A"
"Female","Yes",27,"No","Healthcare",0,"Low",2,"B"
"Female","No",20,"No","Healthcare",2,"Low",3,"B"
"Male","Yes",41,"No","Entertainment",12,"Average",3,"A"
"Male","Yes",86,"No","Executive",0,"High",2,"A"
"Male","Yes",61,"No","Engineer",7,"Average",5,"B"
"Male","No",32,"Yes","Artist",0,"Low",3,"B"
"Male","No",20,"No","Healthcare",0,"Low",3,"B"
"Male","No",32,"No","Artist",0,"Low",4,"B"
"Female","No",72,"Yes","Lawyer",1,"Low",2,"B"
"Male","No",22,"No","Healthcare",0,"Low",NA,"B"
"Female","No",25,"No","Healthcare",0,"Low",NA,"B"
"Male","No",33,"Yes","Healthcare",4,"Low",1,"B"
"Male","Yes",40,"No","Executive",0,"Average",4,"B"
"Male","Yes",23,"No","Executive",1,"High",9,"A"
"Female","Yes",51,"No","Doctor",1,"High",1,"B"
"Female","",72,"Yes","Lawyer",4,"High",NA,"B"
"Female","Yes",46,"Yes","Artist",0,"Average",4,"A"
"Female","No",27,"Yes","Doctor",8,"Low",1,"A"
"Male","No",33,"No","Marketing",11,"Low",9,"B"
"Male","Yes",26,"No","Entertainment",8,"Low",2,"B"
"Female","No",32,"Yes","Artist",6,"Low",7,"A"
"Male","No",20,"No","Healthcare",1,"Low",5,"B"
"Male","No",27,"No","Entertainment",0,"Low",3,"B"
"Male","No",22,"No","Healthcare",0,"Low",4,"B"
"Female","Yes",32,"Yes","Artist",NA,"High",3,"A"
"Male","Yes",77,"Yes","Lawyer",0,"Low",1,"B"
"Male","No",22,"No","Healthcare",1,"Low",2,"B"
"Female","Yes",32,"Yes","Healthcare",0,"Low",2,"A"
"Male","Yes",49,"Yes","Entertainment",1,"Average",2,"A"
"Male","Yes",55,"Yes","Executive",0,"High",9,"A"
"Male","No",28,"Yes","Entertainment",1,"Low",2,"B"
"Female","Yes",42,"No","Doctor",1,"Low",1,"A"
"Female","No",20,"No","Healthcare",1,"Low",3,"B"
"Male","Yes",43,"Yes","Marketing",0,"High",6,"B"
"Female","No",46,"No","Engineer",1,"Low",3,"B"
"Male","Yes",28,"No","Doctor",0,"Average",2,"B"
"Female","Yes",35,"Yes","Entertainment",9,"Average",2,"A"
"Female","No",32,"Yes","Artist",0,"Low",3,"B"
"Male","No",41,"Yes","Entertainment",1,"Low",4,"A"
"Female","No",25,"No","Doctor",1,"Low",3,"B"
"Female","No",26,"No","Healthcare",NA,"Low",1,"B"
"Male","No",28,"Yes","Marketing",9,"Low",5,"B"
"Female","No",27,"Yes","Doctor",0,"Low",4,"B"
"Female","No",33,"Yes","Entertainment",0,"Low",4,"A"
"Male","No",27,"No","Healthcare",10,"Low",5,"B"
"Male","Yes",37,"Yes","Executive",1,"Low",6,"B"
"Male","Yes",56,"No","Lawyer",0,"High",3,"A"
"Female","No",32,"Yes","Engineer",0,"Low",1,"A"
"Male","Yes",39,"Yes","Doctor",1,"Average",3,"A"
"Female","No",33,"Yes","Engineer",9,"Low",2,"A"
"Male","Yes",58,"Yes","Entertainment",NA,"Low",2,"A"
"Female","No",37,"No","Engineer",0,"Low",1,"B"
"Male","Yes",37,"Yes","Entertainment",11,"Low",6,"B"
"Male","Yes",68,"Yes","Engineer",0,"Low",1,"B"
"Male","No",20,"No","Healthcare",2,"Low",3,"B"
"Male","",22,"No","Healthcare",9,"Low",3,"B"
"Female","No",52,"Yes","Artist",0,"Low",1,"B"
"Female","No",19,"No","Healthcare",7,"Low",1,"B"
"Female","Yes",53,"Yes","Artist",8,"Average",2,"A"
"Female","No",31,"Yes","Healthcare",1,"Low",1,"B"
"Male","Yes",57,"No","Entertainment",0,"Low",4,"A"
"Male","No",35,"No","Doctor",NA,"Low",3,"A"
"Female","No",41,"Yes","Marketing",1,"Low",2,"A"
"Male","Yes",69,"Yes","Artist",0,"Low",1,"A"
"Female","",41,"Yes","Healthcare",0,"Low",1,"A"
"Female","No",49,"Yes","Doctor",0,"Low",1,"A"
"Female","Yes",37,"Yes","Doctor",2,"High",2,"A"
"Male","No",29,"No","Entertainment",NA,"Low",3,"B"
"Female","No",42,"Yes","Artist",1,"Low",2,"A"
"Male","",52,"No","Doctor",0,"High",3,"B"
"Male","No",49,"No","Entertainment",1,"Low",3,"B"
"Female","No",33,"Yes","Engineer",1,"Low",5,"B"
"Male","Yes",33,"No","Artist",1,"Low",3,"A"
"Female","No",25,"No","Engineer",NA,"Low",3,"B"
"Male","No",32,"No","Marketing",0,"Low",3,"B"
"Female","Yes",87,"Yes","Lawyer",0,"High",2,"A"
"Female","No",27,"No","Engineer",14,"Low",8,"B"
"Male","Yes",63,"Yes","Entertainment",6,"Low",2,"B"
"Female","Yes",86,"Yes","Artist",NA,"Low",4,"B"
"Male","Yes",31,"No","Executive",1,"Average",2,"B"
"Male","",47,"Yes","Marketing",NA,"High",2,"B"
"Female","Yes",49,"No","Engineer",5,"Average",5,"B"
"Female","No",23,"No","Healthcare",1,"Low",4,"B"
"Male","No",33,"No","Entertainment",1,"Low",5,"B"
"Male","Yes",48,"Yes","Executive",1,"High",3,"A"
"Male","No",28,"Yes","Healthcare",5,"Low",4,"B"
"Female","Yes",45,"Yes","Engineer",1,"Low",3,"B"
"Female","Yes",49,"Yes","Entertainment",2,"Average",3,"A"
"Female","Yes",46,"","Marketing",NA,"Low",1,"B"
"Male","No",21,"No","Healthcare",NA,"Low",1,"B"
"Female","Yes",29,"No","Artist",0,"Average",2,"A"
"Male","Yes",65,"No","Entertainment",1,"Low",1,"A"
"Male","Yes",35,"Yes","Artist",1,"Low",1,"A"
"Female","Yes",82,"Yes","Lawyer",1,"High",2,"A"
"Female","Yes",37,"No","Engineer",1,"Low",4,"A"
"Female","No",26,"No","Engineer",0,"Low",5,"A"
"Male","Yes",46,"Yes","Marketing",1,"Low",3,"B"
"Female","No",20,"No","Doctor",NA,"Low",4,"B"
"Male","Yes",31,"Yes","Artist",0,"Average",3,"B"
"Female","No",29,"Yes","Doctor",0,"Low",5,"B"
"Male","Yes",70,"No","Executive",NA,"High",2,"A"
"Male","Yes",73,"Yes","Entertainment",5,"Low",1,"A"
"Female","No",47,"No","Engineer",NA,"Low",NA,"A"
"Male","No",20,"No","Healthcare",1,"Low",3,"B"
"Male","Yes",27,"Yes","Artist",4,"Average",2,"A"
"Male","No",30,"Yes","Artist",2,"Low",2,"A"
"Male","Yes",49,"Yes","Artist",1,"Average",4,"A"
"Female","No",30,"Yes","Healthcare",0,"Low",6,"B"
"Male","Yes",26,"No","Doctor",9,"Average",2,"A"
"Female","Yes",58,"No","Marketing",NA,"Average",6,"B"
"Male","No",23,"No","Healthcare",0,"Low",NA,"B"
"Male","No",31,"Yes","Healthcare",8,"Low",NA,"B"
"Male","No",31,"Yes","Engineer",NA,"Low",4,"A"
"Male","Yes",41,"Yes","Entertainment",5,"Low",1,"A"
"Male","No",26,"Yes","Artist",NA,"Low",4,"A"
"Female","No",41,"No","Doctor",0,"Low",1,"A"
"Male","No",38,"Yes","Artist",NA,"Low",1,"A"
"Male","Yes",46,"Yes","Doctor",2,"Low",4,"A"
"Female","No",30,"Yes","Healthcare",9,"Low",3,"B"
